id,name,age,salary,hire_date,department,bonus,address,phone,email,address_length,salary_category,age_group
23,Name_770,26.0,60000.0,2015-10-18,Finance,5719.0,"Street 63, City 28",4629759341.0,email_190@example.com,18,medium,Early Career
24,Name_344,37.0,70000.0,2023-07-06,Finance,6954.0,,,,3,medium,Mid Career
25,Name_492,27.0,60000.0,2023-08-29,HR,6327.0,"Street 100, City 27",4362537377.0,email_951@example.com,19,medium,Early Career
26,Name_414,54.0,60000.0,2024-05-18,IT,6762.0,"Street 68, City 45",8752027746.0,email_35@example.com,18,medium,Senior
27,Name_806,44.0,60000.0,2021-08-16,Finance,7928.0,"Street 47, City 15",7004032214.0,email_989@example.com,18,medium,Mid Career
28,Name_386,30.0,70000.0,2016-11-08,IT,4015.0,"Street 20, City 7",2157646607.0,email_92@example.com,17,medium,Early Career
29,Name_192,58.0,70000.0,2016-11-05,IT,8725.0,"Street 89, City 32",3153785679.0,email_898@example.com,18,medium,Experienced
30,Name_956,19.0,60000.0,2023-10-20,HR,5089.0,"Street 40, City 12",5484424983.0,email_679@example.com,18,medium,Young
31,Name_277,67.0,70000.0,2022-04-19,HR,8022.0,"Street 74, City 15",2369376264.0,email_377@example.com,18,medium,Experienced
32,Name_161,38.0,50000.0,2020-05-09,Finance,2823.0,"Street 13, City 33",3038777808.0,email_322@example.com,18,low,Mid Career
33,Name_460,50.0,70000.0,2016-04-20,Finance,6626.0,"Street 75, City 26",5792732110.0,email_884@example.com,18,medium,Senior
34,Name_314,41.0,60000.0,2022-05-24,Marketing,,"Street 76, City 24",2198814054.0,email_227@example.com,18,medium,Mid Career
35,Name_22,70.0,50000.0,2021-07-30,IT,7615.0,"Street 93, City 42",1169062814.0,email_825@example.com,18,low,Experienced
36,Name_253,61.0,50000.0,2016-05-30,IT,6286.0,,,,3,low,Experienced
37,Name_748,59.0,70000.0,2024-05-07,HR,4914.0,"Street 100, City 7",7303227530.0,email_548@example.com,18,medium,Experienced
38,Name_857,51.0,60000.0,2023-06-27,HR,5925.0,,,,3,medium,Senior
39,Name_561,77.0,60000.0,2018-09-17,Finance,6808.0,"Street 45, City 21",8796678023.0,email_857@example.com,18,medium,Experienced
40,Name_475,26.0,60000.0,2022-03-06,Marketing,3574.0,"Street 83, City 11",6467415220.0,email_984@example.com,18,medium,Early Career
41,Name_59,19.0,50000.0,2019-09-24,Marketing,6860.0,"Street 60, City 30",5121507082.0,email_901@example.com,18,low,Young
42,Name_511,72.0,60000.0,2018-02-22,HR,5560.0,"Street 33, City 23",4173233406.0,email_778@example.com,18,medium,Experienced
43,Name_682,73.0,50000.0,2021-04-21,HR,9140.0,"Street 75, City 23",5774757516.0,email_881@example.com,18,low,Experienced
44,Name_476,47.0,60000.0,,Marketing,2300.0,"Street 5, City 2",1773231269.0,email_270@example.com,16,medium,Senior
45,Name_700,48.0,60000.0,,Marketing,8398.0,"Street 84, City 20",5009643144.0,email_130@example.com,18,medium,Senior
46,Name_976,63.0,70000.0,2019-05-31,Finance,3725.0,,,,3,medium,Experienced
47,Name_783,28.0,60000.0,2017-10-17,Marketing,3005.0,"Street 3, City 45",8087413253.0,email_975@example.com,17,medium,Early Career
48,Name_190,72.0,50000.0,2016-05-21,IT,2936.0,"Street 87, City 20",6535393139.0,email_391@example.com,18,low,Experienced
49,Name_958,60.0,70000.0,2021-07-18,Marketing,6367.0,"Street 48, City 49",3383462185.0,email_608@example.com,18,medium,Experienced
50,Name_687,34.0,50000.0,2020-01-31,Unknown,4360.0,"Street 15, City 21",1337159299.0,email_96@example.com,18,low,Early Career
51,Name_958,53.0,70000.0,2024-06-06,Marketing,3853.0,"Street 66, City 22",4768309492.0,email_723@example.com,18,medium,Senior
52,Name_563,30.0,50000.0,2018-07-31,HR,8740.0,"Street 86, City 35",5809291349.0,email_572@example.com,18,low,Early Career
53,Name_876,24.0,60000.0,2022-10-30,HR,4166.0,"Street 25, City 44",3434994027.0,email_592@example.com,18,medium,Young
54,Name_567,33.0,60000.0,2023-09-20,Unknown,8328.0,"Street 25, City 2",8476805777.0,email_9@example.com,17,medium,Early Career
55,Name_244,50.0,60000.0,2020-07-09,IT,7059.0,"Street 59, City 33",4217255582.0,email_873@example.com,18,medium,Senior
56,Name_832,62.0,60000.0,,Marketing,9389.0,"Street 47, City 23",4689359891.0,email_887@example.com,18,medium,Experienced
57,Name_505,18.0,60000.0,2023-03-12,Marketing,6542.0,"Street 91, City 38",1711897711.0,email_331@example.com,18,medium,Young
58,Name_131,28.0,70000.0,2018-12-14,Unknown,2614.0,"Street 21, City 12",4437950121.0,email_243@example.com,18,medium,Early Career
59,Name_485,23.0,60000.0,2016-01-30,Finance,9412.0,"Street 78, City 27",4054020991.0,email_249@example.com,18,medium,Young
60,Name_819,37.0,60000.0,2025-03-04,Finance,7162.0,"Street 74, City 30",9319388728.0,email_553@example.com,18,medium,Mid Career
61,Name_647,52.0,50000.0,2016-10-31,IT,6115.0,"Street 57, City 7",7714419146.0,email_267@example.com,17,low,Senior
62,Name_21,61.0,60000.0,2019-04-14,Marketing,7233.0,"Street 1, City 23",5931951389.0,email_408@example.com,17,medium,Experienced
63,Name_841,54.0,50000.0,2019-07-14,Marketing,6352.0,,,,3,low,Senior
64,Name_167,58.0,70000.0,2022-12-21,Marketing,,"Street 57, City 42",2923187646.0,email_667@example.com,18,medium,Experienced
65,Name_274,43.0,60000.0,2024-08-05,HR,2019.0,"Street 38, City 2",2730526356.0,email_891@example.com,17,medium,Mid Career
66,Name_388,75.0,50000.0,2018-08-11,Finance,3415.0,"Street 31, City 18",7201792734.0,email_70@example.com,18,low,Experienced
67,Name_601,29.0,70000.0,2025-04-21,Unknown,9334.0,"Street 37, City 1",7150217841.0,email_957@example.com,17,medium,Early Career
68,Name_316,79.0,60000.0,2024-11-07,HR,6371.0,"Street 43, City 3",6439860982.0,email_34@example.com,17,medium,Experienced
69,Name_14,47.0,60000.0,2020-08-23,HR,9935.0,"Street 64, City 38",5639475719.0,email_456@example.com,18,medium,Senior
70,Name_242,45.0,70000.0,2017-03-13,Finance,7399.0,"Street 79, City 20",5812148273.0,email_69@example.com,18,medium,Mid Career
71,Name_777,44.0,60000.0,2015-12-28,Marketing,,"Street 36, City 3",5970047009.0,email_134@example.com,17,medium,Mid Career
72,Name_346,59.0,70000.0,2024-09-18,IT,9902.0,"Street 14, City 37",7155835388.0,email_639@example.com,18,medium,Experienced
73,Name_565,36.0,60000.0,2016-01-04,Unknown,2577.0,"Street 59, City 21",5141146280.0,email_225@example.com,18,medium,Mid Career
74,Name_898,22.0,50000.0,2021-07-04,Finance,6387.0,,,,3,low,Young
75,Name_340,75.0,50000.0,2023-09-29,IT,7846.0,"Street 58, City 20",7314411568.0,email_41@example.com,18,low,Experienced
76,Name_92,22.0,50000.0,2020-02-01,Finance,5657.0,"Street 30, City 18",1995940398.0,email_141@example.com,18,low,Young
77,Name_367,58.0,50000.0,,Finance,6586.0,"Street 57, City 1",6343359076.0,email_754@example.com,17,low,Experienced
78,Name_956,44.0,70000.0,2018-11-02,Finance,3163.0,"Street 25, City 45",1069165534.0,email_978@example.com,18,medium,Mid Career
79,Name_455,45.0,50000.0,2018-10-23,Finance,9598.0,"Street 86, City 48",8054512301.0,email_773@example.com,18,low,Mid Career
80,Name_428,43.0,50000.0,,Marketing,9101.0,"Street 96, City 44",4630226047.0,email_562@example.com,18,low,Mid Career
81,Name_509,44.0,70000.0,2024-10-12,HR,7431.0,"Street 58, City 37",1985021591.0,email_663@example.com,18,medium,Mid Career
82,Name_776,69.0,70000.0,2022-01-16,Finance,8483.0,"Street 16, City 10",1564898691.0,email_548@example.com,18,medium,Experienced
83,Name_943,66.0,60000.0,2019-05-10,IT,4138.0,"Street 37, City 41",2013174898.0,email_281@example.com,18,medium,Experienced
84,Name_35,59.0,70000.0,2021-08-14,IT,8989.0,"Street 29, City 38",9480539812.0,email_185@example.com,18,medium,Experienced
85,Name_206,38.0,60000.0,2022-06-07,IT,9984.0,"Street 5, City 8",6459358323.0,email_451@example.com,16,medium,Mid Career
86,Name_81,18.0,60000.0,2024-01-04,HR,3285.0,"Street 59, City 41",1380496323.0,email_574@example.com,18,medium,Young
87,Name_932,71.0,60000.0,2016-08-04,HR,2054.0,"Street 22, City 25",2385240956.0,email_73@example.com,18,medium,Experienced
88,Name_562,45.0,50000.0,2024-10-29,IT,9896.0,"Street 27, City 34",5759042354.0,email_294@example.com,18,low,Mid Career
89,Name_872,65.0,50000.0,2025-07-04,Marketing,8414.0,"Street 54, City 4",4024632158.0,email_258@example.com,17,low,Experienced
90,Name_388,75.0,60000.0,2020-08-14,HR,1519.0,,,,3,medium,Experienced
91,Name_2,75.0,50000.0,,HR,6180.0,,,,3,low,Experienced
92,Name_390,32.0,70000.0,2019-03-20,Marketing,3566.0,"Street 56, City 27",8353857122.0,email_456@example.com,18,medium,Early Career
93,Name_566,72.0,60000.0,2021-12-13,Finance,9637.0,"Street 56, City 5",4058373353.0,email_802@example.com,17,medium,Experienced
94,Name_106,34.0,50000.0,2022-08-30,HR,6160.0,"Street 64, City 4",9667808204.0,email_788@example.com,17,low,Early Career
95,Name_772,43.0,60000.0,2017-12-26,IT,6021.0,"Street 56, City 30",6086955741.0,email_341@example.com,18,medium,Mid Career
96,Name_822,37.0,70000.0,2019-06-19,IT,8740.0,"Street 90, City 47",8440996341.0,email_856@example.com,18,medium,Mid Career
97,Name_477,42.0,60000.0,2023-02-25,Marketing,7937.0,"Street 84, City 12",1316652103.0,email_355@example.com,18,medium,Mid Career
98,Name_703,30.0,60000.0,2018-05-14,IT,1469.0,"Street 37, City 4",1913842501.0,email_285@example.com,17,medium,Early Career
99,Name_402,50.0,60000.0,2017-02-21,Unknown,8033.0,"Street 61, City 30",1331048499.0,email_523@example.com,18,medium,Senior
100,Name_730,42.0,60000.0,2021-01-17,IT,3341.0,"Street 33, City 16",8705311812.0,email_196@example.com,18,medium,Mid Career
101,Name_556,25.0,60000.0,,Marketing,5806.0,"Street 72, City 47",6480285848.0,email_456@example.com,18,medium,Young
102,Name_162,22.0,50000.0,2023-01-30,Marketing,5739.0,"Street 89, City 29",9734337308.0,email_789@example.com,18,low,Young
103,Name_202,23.0,50000.0,2015-09-05,Marketing,7170.0,"Street 69, City 32",9241952511.0,email_686@example.com,18,low,Young
104,Name_958,40.0,50000.0,2021-12-25,Unknown,3455.0,"Street 85, City 18",9037680940.0,email_392@example.com,18,low,Mid Career
105,Name_996,69.0,60000.0,,HR,2067.0,"Street 27, City 38",5416140984.0,email_514@example.com,18,medium,Experienced
106,Name_270,47.0,60000.0,,Finance,7805.0,"Street 12, City 22",5982724004.0,email_645@example.com,18,medium,Senior
107,Name_863,31.0,50000.0,2022-04-24,IT,,"Street 18, City 34",3689078927.0,email_151@example.com,18,low,Early Career
108,Name_816,71.0,60000.0,2017-09-30,HR,8573.0,"Street 12, City 28",4652373563.0,email_17@example.com,18,medium,Experienced
109,Name_271,40.0,70000.0,2015-11-09,Marketing,6994.0,"Street 36, City 19",7669130240.0,email_455@example.com,18,medium,Mid Career
110,Name_456,28.0,70000.0,2022-03-17,HR,4144.0,"Street 25, City 21",2142243196.0,email_585@example.com,18,medium,Early Career
111,Name_462,48.0,70000.0,2015-10-28,HR,3330.0,"Street 47, City 6",6742649902.0,email_638@example.com,17,medium,Senior
112,Name_727,23.0,60000.0,2022-06-11,Unknown,1622.0,"Street 69, City 23",1445394563.0,email_717@example.com,18,medium,Young
113,Name_252,28.0,60000.0,2020-03-08,Marketing,1413.0,"Street 89, City 16",2841385355.0,email_2@example.com,18,medium,Early Career
114,Name_702,30.0,50000.0,2024-04-18,Marketing,,"Street 58, City 17",3575335411.0,email_553@example.com,18,low,Early Career
115,Name_296,29.0,70000.0,2022-03-01,IT,9839.0,"Street 58, City 50",7325814242.0,email_819@example.com,18,medium,Early Career
116,Name_725,48.0,60000.0,2016-05-28,IT,1129.0,"Street 59, City 9",2720471569.0,email_728@example.com,17,medium,Senior
117,Name_720,19.0,60000.0,2017-09-17,IT,5943.0,,,,3,medium,Young
118,Name_749,70.0,60000.0,2016-06-20,IT,3295.0,"Street 34, City 45",1943979955.0,email_531@example.com,18,medium,Experienced
119,Name_338,52.0,60000.0,2017-11-24,HR,8556.0,"Street 99, City 50",8339100020.0,email_693@example.com,18,medium,Senior
120,Name_879,72.0,50000.0,2020-11-20,HR,7085.0,,,,3,low,Experienced
121,Name_53,53.0,50000.0,2017-06-27,IT,3224.0,"Street 78, City 8",8020614874.0,email_175@example.com,17,low,Senior
122,Name_792,34.0,60000.0,,IT,4842.0,"Street 77, City 3",9438953461.0,email_566@example.com,17,medium,Early Career
123,Name_922,45.0,60000.0,,IT,8539.0,"Street 38, City 2",6479693003.0,email_936@example.com,17,medium,Mid Career
124,Name_217,45.0,60000.0,2024-08-25,Finance,4625.0,"Street 76, City 5",1779070504.0,email_66@example.com,17,medium,Mid Career
125,Name_764,39.0,60000.0,2019-12-15,IT,3187.0,"Street 66, City 48",2936713276.0,email_475@example.com,18,medium,Mid Career
126,Name_188,55.0,70000.0,2016-09-11,Finance,7598.0,"Street 87, City 3",8198410517.0,email_793@example.com,17,medium,Senior
127,Name_380,24.0,60000.0,2024-02-19,IT,9343.0,"Street 60, City 20",7093906184.0,email_507@example.com,18,medium,Young
128,Name_493,48.0,60000.0,2021-09-01,Marketing,5270.0,"Street 67, City 21",1514982722.0,email_9@example.com,18,medium,Senior
129,Name_41,49.0,50000.0,2024-04-22,Unknown,1745.0,"Street 40, City 28",3509263305.0,email_261@example.com,18,low,Senior
130,Name_157,28.0,60000.0,2016-05-28,HR,9091.0,"Street 69, City 36",2201477343.0,email_47@example.com,18,medium,Early Career
131,Name_15,41.0,50000.0,,Marketing,7686.0,"Street 7, City 3",2893335780.0,email_127@example.com,16,low,Mid Career
132,Name_813,20.0,50000.0,,Unknown,7979.0,"Street 27, City 31",2009547671.0,email_755@example.com,18,low,Young
133,Name_65,47.0,50000.0,2023-06-30,Finance,4383.0,"Street 81, City 37",8908818965.0,email_968@example.com,18,low,Senior
134,Name_857,23.0,60000.0,2022-07-17,HR,5052.0,,,,3,medium,Young
135,Name_839,75.0,60000.0,2024-08-19,Finance,7998.0,"Street 8, City 35",7154730069.0,email_329@example.com,17,medium,Experienced
136,Name_521,19.0,60000.0,2018-07-08,Finance,,"Street 8, City 1",4125381790.0,email_879@example.com,16,medium,Young
137,Name_344,78.0,60000.0,2020-05-03,HR,5978.0,"Street 55, City 12",7473514748.0,email_845@example.com,18,medium,Experienced
138,Name_129,31.0,70000.0,2016-12-14,Unknown,6039.0,"Street 22, City 36",4501989260.0,email_712@example.com,18,medium,Early Career
139,Name_648,58.0,70000.0,2024-11-18,HR,6582.0,"Street 95, City 22",1284323488.0,email_271@example.com,18,medium,Experienced
140,Name_472,35.0,70000.0,2018-04-09,IT,2815.0,"Street 31, City 19",9072360273.0,email_74@example.com,18,medium,Early Career
141,Name_63,68.0,60000.0,2016-04-29,Finance,7942.0,"Street 11, City 36",6012754165.0,email_306@example.com,18,medium,Experienced
142,Name_139,61.0,60000.0,2023-09-16,IT,6372.0,,,,3,medium,Experienced
143,Name_499,48.0,70000.0,2017-11-10,HR,1296.0,"Street 76, City 41",8066215331.0,email_779@example.com,18,medium,Senior
144,Name_593,30.0,60000.0,,HR,3992.0,"Street 8, City 29",9993535866.0,email_831@example.com,17,medium,Early Career
145,Name_392,43.0,50000.0,2016-05-20,Unknown,7428.0,"Street 66, City 2",1581038578.0,email_982@example.com,17,low,Mid Career
146,Name_675,61.0,60000.0,2020-05-22,Finance,5502.0,"Street 40, City 41",6951116688.0,email_44@example.com,18,medium,Experienced
147,Name_419,29.0,60000.0,2022-02-12,Marketing,5710.0,"Street 84, City 38",4885321367.0,email_49@example.com,18,medium,Early Career
148,Name_289,48.0,60000.0,2018-11-28,HR,7076.0,"Street 82, City 18",1895623278.0,email_35@example.com,18,medium,Senior
149,Name_379,26.0,60000.0,2016-07-22,Marketing,8298.0,"Street 46, City 31",5543857008.0,email_142@example.com,18,medium,Early Career
150,Name_773,66.0,50000.0,2021-01-17,Finance,5947.0,"Street 49, City 37",1571304069.0,email_85@example.com,18,low,Experienced
151,Name_490,38.0,50000.0,2023-12-31,IT,8030.0,"Street 29, City 8",9539504044.0,email_587@example.com,17,low,Mid Career
152,Name_231,65.0,50000.0,2015-07-20,Finance,7168.0,"Street 34, City 8",5573489555.0,email_40@example.com,17,low,Experienced
153,Name_41,66.0,60000.0,2022-06-18,Unknown,1865.0,"Street 59, City 5",3973809959.0,email_743@example.com,17,medium,Experienced
154,Name_28,70.0,60000.0,2020-12-29,Marketing,8345.0,,,,3,medium,Experienced
155,Name_135,73.0,70000.0,2018-07-30,Marketing,8127.0,"Street 81, City 21",1801886937.0,email_185@example.com,18,medium,Experienced
156,Name_201,57.0,60000.0,2023-05-15,IT,3258.0,"Street 73, City 15",2878018798.0,email_364@example.com,18,medium,Experienced
157,Name_840,60.0,60000.0,2018-07-03,IT,6376.0,"Street 83, City 5",9135611507.0,email_437@example.com,17,medium,Experienced
158,Name_780,41.0,60000.0,2020-12-27,HR,4049.0,,,,3,medium,Mid Career
159,Name_930,51.0,50000.0,2022-12-12,Finance,8722.0,"Street 98, City 17",8291897376.0,email_397@example.com,18,low,Senior
160,Name_33,25.0,70000.0,,Unknown,4594.0,"Street 5, City 46",4751309343.0,email_943@example.com,17,medium,Young
161,Name_48,61.0,50000.0,,HR,1383.0,"Street 14, City 5",5642557617.0,email_990@example.com,17,low,Experienced
162,Name_503,70.0,50000.0,2021-06-23,Finance,2823.0,"Street 23, City 12",1435739109.0,email_749@example.com,18,low,Experienced
163,Name_407,50.0,50000.0,2021-05-30,IT,3879.0,"Street 4, City 14",2587381392.0,email_915@example.com,17,low,Senior
164,Name_574,40.0,70000.0,2024-03-13,Unknown,2508.0,"Street 49, City 23",7891257009.0,email_240@example.com,18,medium,Mid Career
165,Name_728,48.0,70000.0,2024-11-06,IT,2195.0,"Street 82, City 6",1792896338.0,email_424@example.com,17,medium,Senior
166,Name_805,71.0,50000.0,2024-10-27,IT,7588.0,"Street 19, City 49",5870738852.0,email_376@example.com,18,low,Experienced
167,Name_99,70.0,70000.0,2024-06-15,Marketing,3620.0,"Street 25, City 23",5207189697.0,email_153@example.com,18,medium,Experienced
168,Name_684,66.0,60000.0,2015-11-14,Finance,7940.0,"Street 7, City 6",2432948593.0,email_763@example.com,16,medium,Experienced
169,Name_872,31.0,70000.0,,HR,,"Street 79, City 9",5166544854.0,email_361@example.com,17,medium,Early Career
170,Name_726,31.0,50000.0,2019-02-02,Marketing,6360.0,"Street 88, City 12",7524562443.0,email_988@example.com,18,low,Early Career
171,Name_987,33.0,50000.0,2018-07-17,Finance,4871.0,"Street 68, City 26",4441180707.0,email_19@example.com,18,low,Early Career
172,Name_547,66.0,60000.0,2018-03-20,Finance,6576.0,"Street 48, City 19",2584341004.0,email_372@example.com,18,medium,Experienced
173,Name_961,55.0,60000.0,2018-05-30,Finance,2421.0,"Street 52, City 12",1351205077.0,email_777@example.com,18,medium,Senior
174,Name_739,75.0,50000.0,2025-07-05,Unknown,8755.0,"Street 19, City 38",3347060836.0,email_167@example.com,18,low,Experienced
175,Name_613,77.0,60000.0,2017-10-19,Marketing,7621.0,"Street 55, City 13",5506055947.0,email_185@example.com,18,medium,Experienced
176,Name_943,56.0,60000.0,2020-12-19,HR,1945.0,,,,3,medium,Experienced
177,Name_462,43.0,50000.0,2022-11-27,Marketing,3996.0,"Street 81, City 11",5825770408.0,email_845@example.com,18,low,Mid Career
178,Name_643,43.0,60000.0,2020-08-24,IT,,"Street 72, City 8",1971007808.0,email_179@example.com,17,medium,Mid Career
179,Name_769,18.0,60000.0,2021-01-09,Finance,1128.0,"Street 95, City 37",2952074600.0,email_882@example.com,18,medium,Young
180,Name_5,49.0,50000.0,2018-07-31,IT,2564.0,"Street 17, City 42",7279121084.0,email_266@example.com,18,low,Senior
181,Name_218,74.0,70000.0,2024-03-08,Marketing,1021.0,"Street 94, City 38",9512826528.0,email_176@example.com,18,medium,Experienced
182,Name_503,32.0,60000.0,2020-01-05,HR,5356.0,,,,3,medium,Early Career
183,Name_767,69.0,70000.0,2021-01-23,IT,,"Street 52, City 23",6152968890.0,email_831@example.com,18,medium,Experienced
184,Name_398,38.0,50000.0,2021-03-10,IT,5779.0,"Street 65, City 6",4906067970.0,email_62@example.com,17,low,Mid Career
185,Name_871,35.0,50000.0,2020-03-22,Unknown,2984.0,"Street 67, City 10",4763812137.0,email_994@example.com,18,low,Early Career
186,Name_795,47.0,60000.0,2016-04-07,Marketing,1105.0,,,,3,medium,Senior
187,Name_393,77.0,60000.0,2017-06-16,IT,6110.0,"Street 61, City 10",5943023621.0,email_612@example.com,18,medium,Experienced
188,Name_207,75.0,60000.0,2021-10-24,Marketing,8996.0,,,,3,medium,Experienced
189,Name_15,30.0,60000.0,2019-07-25,HR,,"Street 28, City 24",2689906590.0,email_512@example.com,18,medium,Early Career
190,Name_858,41.0,70000.0,2019-03-18,IT,8595.0,"Street 68, City 48",6823666955.0,email_2@example.com,18,medium,Mid Career
191,Name_554,47.0,60000.0,2020-06-30,HR,8487.0,"Street 26, City 8",6184562785.0,email_553@example.com,17,medium,Senior
192,Name_892,19.0,70000.0,2016-09-23,IT,9579.0,"Street 50, City 46",3182684163.0,email_244@example.com,18,medium,Young
193,Name_461,48.0,50000.0,2016-11-18,Finance,7593.0,"Street 86, City 28",6298802131.0,email_168@example.com,18,low,Senior
194,Name_691,64.0,70000.0,2020-12-11,Unknown,3811.0,"Street 22, City 17",6834318939.0,email_267@example.com,18,medium,Experienced
195,Name_575,61.0,70000.0,2018-12-28,Unknown,1902.0,"Street 6, City 50",2409967804.0,email_1000@example.com,17,medium,Experienced
196,Name_864,48.0,70000.0,2018-06-08,Unknown,7758.0,"Street 37, City 33",6589592264.0,email_472@example.com,18,medium,Senior
197,Name_743,42.0,60000.0,2023-08-26,HR,,"Street 56, City 17",6372335853.0,email_427@example.com,18,medium,Mid Career
198,Name_241,67.0,60000.0,2019-05-09,Marketing,8118.0,"Street 3, City 46",1572804918.0,email_989@example.com,17,medium,Experienced
199,Name_564,31.0,70000.0,2020-11-06,Unknown,3241.0,"Street 97, City 23",5062885521.0,email_892@example.com,18,medium,Early Career
200,Name_96,23.0,60000.0,2017-12-29,IT,8562.0,"Street 74, City 21",9879634901.0,email_916@example.com,18,medium,Young
201,Name_900,29.0,60000.0,2019-01-31,IT,7495.0,"Street 77, City 15",6453040588.0,email_386@example.com,18,medium,Early Career
202,Name_734,37.0,60000.0,2021-10-08,Finance,3482.0,"Street 49, City 26",9007909781.0,email_670@example.com,18,medium,Mid Career
203,Name_485,40.0,60000.0,2016-04-04,HR,3715.0,"Street 21, City 44",4280800686.0,email_645@example.com,18,medium,Mid Career
204,Name_407,47.0,50000.0,2021-04-21,IT,5808.0,"Street 78, City 30",2997119298.0,email_458@example.com,18,low,Senior
205,Name_231,47.0,50000.0,2018-09-17,IT,5879.0,"Street 18, City 8",5986201473.0,email_277@example.com,17,low,Senior
206,Name_749,55.0,50000.0,2018-04-18,Finance,2004.0,"Street 79, City 9",9878490876.0,email_613@example.com,17,low,Senior
207,Name_655,75.0,60000.0,2015-09-07,Finance,,,,,3,medium,Experienced
208,Name_171,47.0,60000.0,2019-06-08,Marketing,4493.0,"Street 80, City 29",4182197074.0,email_506@example.com,18,medium,Senior
209,Name_541,58.0,50000.0,2021-04-27,Marketing,6840.0,"Street 92, City 35",5230585668.0,email_697@example.com,18,low,Experienced
210,Name_36,47.0,70000.0,2024-08-19,Marketing,9273.0,"Street 17, City 41",9929017659.0,email_834@example.com,18,medium,Senior
211,Name_525,74.0,60000.0,2021-04-18,IT,3339.0,"Street 93, City 19",2813718663.0,email_210@example.com,18,medium,Experienced
212,Name_160,75.0,50000.0,2015-08-27,Finance,9064.0,"Street 41, City 33",4121803442.0,email_778@example.com,18,low,Experienced
213,Name_839,53.0,60000.0,2025-04-27,HR,7636.0,"Street 84, City 16",2769404747.0,email_49@example.com,18,medium,Senior
214,Name_699,66.0,50000.0,2020-03-09,Marketing,9515.0,"Street 68, City 18",4108728040.0,email_449@example.com,18,low,Experienced
215,Name_243,51.0,70000.0,2018-03-16,Unknown,9793.0,"Street 4, City 49",8252102601.0,email_250@example.com,17,medium,Senior
216,Name_86,33.0,60000.0,2016-04-18,IT,8042.0,,,,3,medium,Early Career
217,Name_796,41.0,50000.0,2023-11-01,HR,5714.0,"Street 65, City 42",5567464910.0,email_52@example.com,18,low,Mid Career
218,Name_578,31.0,50000.0,,IT,9072.0,"Street 35, City 33",8927770269.0,email_577@example.com,18,low,Early Career
219,Name_682,43.0,60000.0,2023-09-28,Marketing,5664.0,"Street 49, City 6",2622981507.0,email_663@example.com,17,medium,Mid Career
220,Name_557,25.0,70000.0,2017-02-06,IT,7792.0,"Street 33, City 32",6464701171.0,email_860@example.com,18,medium,Young
